Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Tail_FlightNum
2008,7,4,5,956,1000,1154,1212,EV,118,132,100,-18,-4,ATL,SYR,793,3,15,0,NA,0,-99,-99,-99,-99,-99,N758EV - 4370
2008,10,25,6,647,640,855,900,AA,128,140,108,-5,7,ORD,DFW,802,8,12,0,NA,0,-99,-99,-99,-99,-99,N4YKAA - 2303
2008,6,23,1,1238,1105,1612,1418,UA,154,133,105,114,93,ORD,LGA,733,4,45,0,NA,0,0,0,105,0,9,N808UA - 678
2008,1,22,2,1714,1650,1821,1800,MQ,67,70,48,21,24,DFW,LBB,282,1,18,0,NA,0,3,0,0,0,18,N933JN - 3707
2008,8,17,7,1049,1050,1331,1320,MQ,102,90,75,11,-1,ORD,BUF,473,5,22,0,NA,0,-99,-99,-99,-99,-99,N628AE - 4062
2008,2,11,1,553,600,806,828,UA,253,268,235,-22,-7,ORD,LAX,1745,8,10,0,NA,0,-99,-99,-99,-99,-99,N433UA - 1029
2008,12,31,3,1447,1441,1538,1542,OO,51,61,35,-4,6,ORD,CID,196,6,10,0,NA,0,-99,-99,-99,-99,-99,N955SW - 5950
2008,1,19,6,1007,1010,1444,1427,NW,217,197,184,17,-3,MSP,RSW,1416,3,30,0,NA,0,0,0,17,0,0,N519US - 646
2008,3,23,7,1025,1035,1137,1148,EV,72,73,44,-11,-10,ATL,GNV,300,4,24,0,NA,0,-99,-99,-99,-99,-99,N885AS - 4631
2008,7,25,5,1932,1935,2049,2053,DL,137,138,100,-4,-3,ATL,DFW,732,11,26,0,NA,0,-99,-99,-99,-99,-99,N630DL - 63
2008,4,23,3,2046,2031,2157,2143,EV,131,132,110,14,15,ATL,ATW,765,5,16,0,NA,0,-99,-99,-99,-99,-99,N827AS - 4184
2008,1,11,5,856,900,1308,1255,AA,192,175,149,13,-4,ORD,PBI,1144,10,33,0,NA,0,-99,-99,-99,-99,-99,N409AA - 1823
2008,8,16,6,1422,1428,1539,1551,DL,77,83,56,-12,-6,ATL,CVG,373,4,17,0,NA,0,-99,-99,-99,-99,-99,N628DL - 1704
2008,11,1,6,1456,1500,1642,1635,NW,106,95,63,7,-4,MSP,STL,449,8,35,0,NA,0,-99,-99,-99,-99,-99,N766NC - 1459
2008,1,28,1,2110,2113,2314,2329,DL,244,256,228,-15,-3,ATL,SLC,1589,6,10,0,NA,0,-99,-99,-99,-99,-99,N680DA - 1142
2008,6,25,3,1407,1410,1512,1520,MQ,65,70,44,-8,-3,ORD,RST,268,3,18,0,NA,0,-99,-99,-99,-99,-99,N632AE - 4032
2008,2,16,6,815,805,1043,1041,AS,268,276,242,2,10,ORD,SEA,1721,11,15,0,NA,0,-99,-99,-99,-99,-99,N589AS - 21
2008,7,10,4,NA,1750,NA,1959,OO,NA,69,NA,NA,NA,ORD,TVC,224,NA,NA,1,C,0,-99,-99,-99,-99,-99,N903SW - 5904
2008,10,28,2,600,600,713,716,UA,73,76,50,-3,0,MSP,ORD,334,5,18,0,NA,0,-99,-99,-99,-99,-99,N339UA - 444
2008,5,23,5,1355,1110,1516,1240,AA,201,210,173,156,165,DFW,FAT,1313,7,21,0,NA,0,156,0,0,0,0,N583AA - 1885
2008,11,1,6,2018,2010,2240,2237,UA,262,267,242,3,8,ORD,PDX,1739,6,14,0,NA,0,-99,-99,-99,-99,-99,N417UA - 321
2008,12,7,7,1209,1210,1230,1229,EV,81,79,56,1,-1,ATL,MEM,332,7,18,0,NA,0,-99,-99,-99,-99,-99,N659CA - 4972
2008,2,5,2,1936,1840,2038,1945,AA,122,125,94,53,56,DFW,DEN,641,9,19,0,NA,0,0,0,0,0,53,N4WVAA - 1027
2008,11,28,5,1854,1900,2100,2121,UA,66,81,43,-21,-6,ORD,CVG,264,5,18,0,NA,0,-99,-99,-99,-99,-99,N941UA - 1248
2008,1,12,6,1310,1310,1703,1653,NW,173,163,150,10,0,MSP,JAX,1174,7,16,0,NA,0,-99,-99,-99,-99,-99,N347NB - 200
2008,5,3,6,2125,2135,2242,2255,EV,77,80,54,-13,-10,ATL,ILM,377,3,20,0,NA,0,-99,-99,-99,-99,-99,N856AS - 4619
2008,8,15,5,1636,1632,1749,1818,EV,73,106,44,-29,4,ATL,MYR,317,3,26,0,NA,0,-99,-99,-99,-99,-99,N710EV - 4363
2008,1,7,1,1621,1615,1716,1710,AA,175,175,156,6,6,DFW,LAS,1055,5,14,0,NA,0,-99,-99,-99,-99,-99,N5FPAA - 1803
2008,7,27,7,1310,1314,1558,1551,YV,168,157,143,7,-4,ORD,IAH,925,5,20,0,NA,0,-99,-99,-99,-99,-99,N513MJ - 7055
2008,1,14,1,1613,1624,1721,1721,YV,68,57,32,0,-11,ORD,GRB,174,3,33,0,NA,0,-99,-99,-99,-99,-99,N17156 - 7356
2008,11,18,2,1656,1700,1927,1935,AA,151,155,121,-8,-4,DFW,ORD,802,19,11,0,NA,0,-99,-99,-99,-99,-99,N514AA - 2364
2008,10,23,4,1225,1233,1353,1414,OO,88,101,69,-21,-8,ORD,LNK,466,5,14,0,NA,0,-99,-99,-99,-99,-99,N466SW - 5866
2008,9,17,3,NA,640,NA,800,AA,NA,200,NA,NA,NA,DFW,LAX,1235,NA,NA,1,A,0,-99,-99,-99,-99,-99,- 2401
2008,1,12,6,905,910,1214,1211,YV,129,121,95,3,-5,ORD,ORF,717,3,31,0,NA,0,-99,-99,-99,-99,-99,N501MJ - 7134
2008,11,3,1,631,635,1018,1015,AA,167,160,150,3,-4,DFW,DCA,1192,4,13,0,NA,0,-99,-99,-99,-99,-99,N3BXAA - 1428
2008,2,26,2,1703,1705,1748,1755,AA,105,110,83,-7,-2,DFW,ABQ,569,3,19,0,NA,0,-99,-99,-99,-99,-99,N554AA - 389
2008,9,27,6,800,801,907,845,OO,67,44,20,22,-1,ORD,MKE,67,5,42,0,NA,0,0,0,22,0,0,N908SW - 6552
2008,1,16,3,855,900,1135,1147,YV,100,107,79,-12,-5,ORD,GSP,577,3,18,0,NA,0,-99,-99,-99,-99,-99,N37208 - 7172
2008,11,5,3,2028,2030,2139,2130,DL,71,60,32,9,-2,ATL,GSP,153,6,33,0,NA,0,-99,-99,-99,-99,-99,N922DL - 1256
2008,12,19,5,1710,1715,1940,2000,9E,90,105,68,-20,-5,CID,DTW,431,14,8,0,NA,0,-99,-99,-99,-99,-99,88949E - 2953
2008,11,12,3,1912,1917,2049,2045,F9,217,208,184,4,-5,ATL,DEN,1199,7,26,0,NA,0,-99,-99,-99,-99,-99,N933FR - 797
2008,5,20,2,1219,1200,1603,1555,AA,164,175,143,8,19,DFW,DCA,1192,5,16,0,NA,0,-99,-99,-99,-99,-99,N580AA - 1040
2008,10,10,5,1712,1715,2006,2015,DL,114,120,90,-9,-3,ORD,ATL,606,9,15,0,NA,0,-99,-99,-99,-99,-99,N956DL - 797
2008,3,6,4,1803,1805,2004,2020,AA,241,255,224,-16,-2,ORD,PSP,1652,5,12,0,NA,0,-99,-99,-99,-99,-99,N550AA - 2331
2008,7,18,5,1345,1345,1452,1450,AA,67,65,49,2,0,DFW,XNA,281,4,14,0,NA,0,-99,-99,-99,-99,-99,N580AA - 1377
2008,3,17,1,1101,1035,1404,1347,UA,123,132,101,17,26,ORD,BOS,867,5,17,0,NA,0,0,0,0,0,17,N841UA - 532
2008,4,2,3,830,830,1128,1130,AA,118,120,96,-2,0,DFW,ATL,732,8,14,0,NA,0,-99,-99,-99,-99,-99,N245AA - 1250
2008,10,6,1,1616,1620,1758,1740,MQ,102,80,68,18,-4,DFW,BTR,383,5,29,0,NA,0,0,0,18,0,0,N690MQ - 3395
2008,6,19,4,1233,1126,1405,1308,NW,152,162,139,57,67,MSP,MSO,1013,5,8,0,NA,0,39,0,0,0,18,N370NB - 1483
2008,2,23,6,1704,1644,1825,1824,EV,81,100,63,1,20,ATL,DAY,432,4,14,0,NA,0,-99,-99,-99,-99,-99,N718EV - 4434
2008,2,15,5,1717,1721,1909,1920,EV,112,119,83,-11,-4,ATL,SCE,615,3,26,0,NA,0,-99,-99,-99,-99,-99,N859AS - 4265
2008,12,23,2,1105,1101,1427,1425,FL,142,144,123,2,4,MSP,ATL,906,9,10,0,NA,0,-99,-99,-99,-99,-99,N954AT - 853
2008,10,6,1,627,631,929,932,UA,122,121,99,-3,-4,ORD,ATL,606,8,15,0,NA,0,-99,-99,-99,-99,-99,N379UA - 594
2008,9,27,6,859,904,1215,1209,UA,136,125,111,6,-5,ORD,LGA,733,7,18,0,NA,0,-99,-99,-99,-99,-99,N533UA - 674
2008,4,27,7,1640,1620,1832,1752,EV,172,152,139,40,20,ATL,SAT,874,4,29,0,NA,0,20,0,20,0,0,N317CA - 4269
2008,4,6,7,1938,1940,2022,2030,MQ,44,50,30,-8,-2,DFW,ABI,158,3,11,0,NA,0,-99,-99,-99,-99,-99,N809AE - 3765
2008,10,3,5,1200,1205,1434,1440,AA,154,155,131,-6,-5,ORD,IAH,925,7,16,0,NA,0,-99,-99,-99,-99,-99,N572AA - 1751
2008,1,10,4,935,940,1113,1125,FL,278,285,258,-12,-5,ATL,SAN,1891,4,16,0,NA,0,-99,-99,-99,-99,-99,N309AT - 611
2008,5,20,2,812,820,1007,1024,FL,115,124,91,-17,-8,ATL,BUF,712,4,20,0,NA,0,-99,-99,-99,-99,-99,N991AT - 558
2008,7,12,6,2030,2041,2139,2150,OO,189,189,168,-11,-11,DFW,LAX,1235,9,12,0,NA,0,-99,-99,-99,-99,-99,N740SK - 6210
2008,4,20,7,2127,2130,2209,2225,OO,42,55,28,-16,-3,ORD,GRB,174,4,10,0,NA,0,-99,-99,-99,-99,-99,N979SW - 5984
2008,2,18,1,1150,1107,1348,1300,DL,118,113,94,48,43,ATL,FLL,581,9,15,0,NA,0,43,0,5,0,0,N128DL - 1427
2008,4,15,2,1402,1406,1455,1510,DL,53,64,37,-15,-4,ATL,SAV,215,7,9,0,NA,0,-99,-99,-99,-99,-99,N623DL - 817
2008,9,2,2,1056,1055,1253,1307,DL,297,312,270,-14,1,ATL,SFO,2139,8,19,0,NA,0,-99,-99,-99,-99,-99,N6712B - 1069
2008,6,15,7,2036,2020,2205,2144,EV,89,84,57,21,16,ATL,CRW,363,2,30,0,NA,0,16,0,5,0,0,N876AS - 4534
2008,3,5,3,910,915,1040,1050,MQ,90,95,69,-10,-5,XNA,ORD,522,8,13,0,NA,0,-99,-99,-99,-99,-99,N503AE - 3943
2008,8,24,7,1203,1110,1348,1300,MQ,105,110,87,48,53,DFW,PNS,604,3,15,0,NA,0,48,0,0,0,0,N831AE - 3889
2008,10,14,2,1504,1505,1631,1635,MQ,87,90,71,-4,-1,ORD,SGF,438,2,14,0,NA,0,-99,-99,-99,-99,-99,N675MQ - 4228
2008,5,19,1,1930,1932,2103,2100,YV,93,88,59,3,-2,ORD,BNA,409,6,28,0,NA,0,-99,-99,-99,-99,-99,N505MJ - 7128
2008,12,28,7,1325,1303,1456,1433,DL,91,90,66,23,22,ATL,RIC,481,4,21,0,NA,0,11,0,1,0,11,N906DL - 1648
2008,12,26,5,1645,1530,1854,1707,DL,309,277,253,107,75,ATL,LAS,1747,6,50,0,NA,0,0,0,32,0,75,N660DL - 25
2008,5,30,5,2124,1833,158,2234,UA,214,181,187,204,171,ORD,FLL,1182,5,22,0,NA,0,44,0,33,0,127,N467UA - 1514
2008,10,4,6,2125,2130,2151,2209,DL,86,99,68,-18,-5,ATL,MSY,425,5,13,0,NA,0,-99,-99,-99,-99,-99,N624DL - 891
2008,11,6,4,1645,1645,1920,1855,AA,275,250,245,25,0,DFW,PDX,1616,14,16,0,NA,0,0,0,25,0,0,N546AA - 677
2008,11,9,7,1500,1500,1716,1720,MQ,136,140,121,-4,0,ORD,DAL,798,2,13,0,NA,0,-99,-99,-99,-99,-99,N670MQ - 4423
2008,1,10,4,1007,1007,1250,1253,NW,103,106,77,-3,0,MSP,DTW,528,10,16,0,NA,0,-99,-99,-99,-99,-99,N768NC - 1722
2008,10,17,5,902,905,1000,1000,MQ,58,55,40,0,-3,DFW,CLL,164,2,16,0,NA,0,-99,-99,-99,-99,-99,N658MQ - 3351
2008,12,10,3,1033,1113,1335,1352,YV,122,99,66,-17,-40,ORD,ROC,528,5,51,0,NA,0,-99,-99,-99,-99,-99,N570ML - 7139
2008,12,19,5,2234,2215,2236,2225,FL,62,70,48,11,19,ATL,PNS,272,4,10,0,NA,0,-99,-99,-99,-99,-99,N923AT - 455
2008,12,30,2,900,905,1214,1220,AA,134,135,119,-6,-5,DFW,TPA,929,3,12,0,NA,0,-99,-99,-99,-99,-99,N499AA - 1430
2008,2,13,3,2020,1920,2041,1957,EV,81,97,66,44,60,ATL,BTR,449,3,12,0,NA,0,22,22,0,0,0,N835AS - 4561
2008,12,19,5,NA,603,NA,850,UA,NA,107,NA,NA,NA,ORD,DCA,612,NA,NA,1,B,0,-99,-99,-99,-99,-99,- 600
2008,8,4,1,1844,1830,1908,1859,EV,84,89,63,9,14,ATL,BTR,449,4,17,0,NA,0,-99,-99,-99,-99,-99,N859AS - 4835
2008,9,22,1,1117,1120,1433,1435,AA,136,135,116,-2,-3,ORD,BOS,867,10,10,0,NA,0,-99,-99,-99,-99,-99,N423AA - 2240
2008,2,11,1,1951,1900,2224,2105,AA,213,185,162,79,51,ORD,ABQ,1118,6,45,0,NA,0,51,0,28,0,0,N427AA - 1093
2008,9,27,6,1416,1420,1508,1524,DL,112,124,94,-16,-4,ATL,IAH,689,5,13,0,NA,0,-99,-99,-99,-99,-99,N998DL - 1405
2008,3,11,2,1819,1800,1913,1910,AA,174,190,160,3,19,DFW,SAN,1171,2,12,0,NA,0,-99,-99,-99,-99,-99,N498AA - 831
2008,6,21,6,2115,2121,2205,2219,EV,110,118,90,-14,-6,ATL,MLI,633,3,17,0,NA,0,-99,-99,-99,-99,-99,N923EV - 4658
2008,10,11,6,947,950,1118,1120,AA,91,90,60,-2,-3,ORD,MCI,403,3,28,0,NA,0,-99,-99,-99,-99,-99,N586AA - 2495
2008,8,28,4,950,955,1055,1100,DL,125,125,91,-5,-5,ATL,ORD,606,7,27,0,NA,0,-99,-99,-99,-99,-99,N920DE - 782
2008,10,3,5,2120,2125,2251,2305,AA,91,100,79,-14,-5,DFW,BNA,631,4,8,0,NA,0,-99,-99,-99,-99,-99,N498AA - 414
2008,9,7,7,1523,1530,1650,1647,EV,87,77,57,3,-7,ATL,DAB,366,3,27,0,NA,0,-99,-99,-99,-99,-99,N759EV - 4480
2008,8,8,5,1306,1311,1546,1607,UA,100,116,80,-21,-5,ORD,MDT,594,3,17,0,NA,0,-99,-99,-99,-99,-99,N379UA - 512
2008,5,10,6,904,905,1008,1005,AA,124,120,101,3,-1,DFW,DEN,641,7,16,0,NA,0,-99,-99,-99,-99,-99,N411AA - 1241
2008,8,6,3,940,940,1120,1125,AA,220,225,202,-5,0,DFW,PDX,1616,5,13,0,NA,0,-99,-99,-99,-99,-99,N4YHAA - 1185
2008,3,26,3,1624,1626,1634,1646,EV,70,80,50,-12,-2,ATL,MOB,302,3,17,0,NA,0,-99,-99,-99,-99,-99,N975EV - 4576
2008,10,22,3,926,930,1105,1055,AA,219,205,198,10,-4,DFW,RNO,1345,7,14,0,NA,0,-99,-99,-99,-99,-99,N570AA - 1309
2008,11,30,7,NA,1519,NA,1716,OO,NA,117,NA,NA,NA,ORD,FAR,557,NA,NA,1,C,0,-99,-99,-99,-99,-99,N934SW - 5944
2008,8,13,3,1125,1115,1242,1231,DL,257,256,236,11,10,ATL,LAS,1747,6,15,0,NA,0,-99,-99,-99,-99,-99,N689DL - 905
2008,6,20,5,1210,1215,1332,1342,EV,82,87,63,-10,-5,ATL,SRQ,445,3,16,0,NA,0,-99,-99,-99,-99,-99,N722EV - 4160
2008,11,30,7,1041,925,1217,1100,AA,96,95,72,77,76,DFW,HSV,603,6,18,0,NA,0,76,0,1,0,0,N526AA - 1378
2008,5,14,3,2032,2025,2039,2038,EV,67,73,43,1,7,ATL,VPS,264,6,18,0,NA,0,-99,-99,-99,-99,-99,N760EV - 4301
2008,1,29,2,1008,1010,1331,1314,CO,203,184,172,17,-2,MSP,IAH,1034,11,20,0,NA,0,0,0,17,0,0,N12327 - 1617
2008,10,25,6,1008,1010,1225,1225,MQ,137,135,120,0,-2,DFW,MSN,821,2,15,0,NA,0,-99,-99,-99,-99,-99,N671MQ - 3675
2008,1,18,5,1655,1658,1943,1946,NW,108,108,77,-3,-3,MSP,DTW,528,15,16,0,NA,0,-99,-99,-99,-99,-99,N776NC - 746
2008,11,6,4,1232,1235,1342,1344,DL,70,69,42,-2,-3,ATL,JAX,270,5,23,0,NA,0,-99,-99,-99,-99,-99,N667DN - 667
2008,2,6,3,NA,1610,NA,1800,MQ,NA,50,NA,NA,NA,ORD,FWA,157,NA,NA,1,B,0,-99,-99,-99,-99,-99,- 4277
2008,4,10,4,1307,1310,1832,1840,AA,265,270,244,-8,-3,DFW,SJU,2165,4,17,0,NA,0,-99,-99,-99,-99,-99,N5EEAA - 606
2008,7,16,3,910,915,1011,1015,MQ,61,60,42,-4,-5,ORD,LSE,215,3,16,0,NA,0,-99,-99,-99,-99,-99,N654AE - 4201
2008,4,15,2,1755,1800,1943,1945,AA,228,225,206,-2,-5,DFW,SFO,1464,8,14,0,NA,0,-99,-99,-99,-99,-99,N4XHAA - 463
2008,10,20,1,1827,1830,2131,2140,AA,124,130,106,-9,-3,DFW,DAY,861,8,10,0,NA,0,-99,-99,-99,-99,-99,N575AA - 658
2008,7,24,4,1518,1525,1538,1551,US,140,146,113,-13,-7,DFW,PHX,868,13,14,0,NA,0,-99,-99,-99,-99,-99,N823AW - 660
2008,11,1,6,1707,1705,1856,1857,DL,109,112,87,-1,2,ATL,FLL,581,7,15,0,NA,0,-99,-99,-99,-99,-99,N624DL - 869
2008,12,31,3,1222,1220,1358,1405,AA,96,105,81,-7,2,DFW,BNA,631,4,11,0,NA,0,-99,-99,-99,-99,-99,N442AA - 2024
2008,9,21,7,1357,1400,1600,1625,AA,243,265,218,-25,-3,ORD,LAX,1745,8,17,0,NA,0,-99,-99,-99,-99,-99,N434AA - 1651
2008,7,11,5,835,840,945,950,MQ,70,70,46,-5,-5,DFW,XNA,281,5,19,0,NA,0,-99,-99,-99,-99,-99,N673AE - 3637
2008,7,23,3,1530,1530,1709,1715,AA,99,105,84,-6,0,DFW,OMA,583,3,12,0,NA,0,-99,-99,-99,-99,-99,N477AA - 1854
2008,1,31,4,927,915,1225,1215,AA,118,120,88,10,12,ORD,EWR,719,8,22,0,NA,0,-99,-99,-99,-99,-99,N428AA - 1704
2008,11,10,1,1705,1700,1748,1745,MQ,43,45,21,3,5,ORD,MKE,67,4,18,0,NA,0,-99,-99,-99,-99,-99,N900MQ - 3912
2008,10,31,5,942,945,957,1008,FL,75,83,54,-11,-3,ATL,GPT,352,4,17,0,NA,0,-99,-99,-99,-99,-99,N992AT - 1590
2008,7,31,4,836,628,1127,928,UA,111,120,91,119,128,ORD,EWR,719,5,15,0,NA,0,119,0,0,0,0,N421UA - 634
2008,9,28,7,1750,1751,1944,1949,OO,54,58,36,-5,-1,ORD,LAN,179,4,14,0,NA,0,-99,-99,-99,-99,-99,N406SW - 6060
2008,10,5,7,2143,2145,2248,2251,NW,185,186,160,-3,-2,MSP,GEG,1175,5,20,0,NA,0,-99,-99,-99,-99,-99,N329NW - 609
2008,10,30,4,1013,1014,1056,1101,YV,43,47,22,-5,-1,ORD,BMI,116,4,17,0,NA,0,-99,-99,-99,-99,-99,N650ML - 7301
2008,5,2,5,1707,1625,1829,1755,AA,82,90,65,34,42,DFW,MCI,460,2,15,0,NA,0,1,0,0,0,33,N422AA - 2036
2008,7,30,3,835,845,952,1006,NW,77,81,55,-14,-10,MSP,ORD,334,6,16,0,NA,0,-99,-99,-99,-99,-99,N751NW - 126
2008,3,23,7,1913,1915,2316,2323,NW,183,188,160,-7,-2,MSP,MCO,1310,8,15,0,NA,0,-99,-99,-99,-99,-99,N592NW - 576
2008,11,18,2,956,955,1156,1210,MQ,120,135,95,-14,1,ORD,OKC,693,3,22,0,NA,0,-99,-99,-99,-99,-99,N693MQ - 4286
2008,2,14,4,1205,1210,1319,1320,MQ,74,70,49,-1,-5,XNA,DFW,281,17,8,0,NA,0,-99,-99,-99,-99,-99,N514AE - 3458
2008,5,29,4,2056,2020,2224,2150,MQ,88,90,69,34,36,DFW,GPT,500,6,13,0,NA,0,0,0,0,0,34,N624AE - 3733
2008,12,4,4,2128,2128,2242,2249,EV,74,81,52,-7,0,ATL,ILM,377,2,20,0,NA,0,-99,-99,-99,-99,-99,N830AS - 5357
2008,8,24,7,726,730,748,756,DL,82,86,67,-8,-4,ATL,MSY,425,4,11,0,NA,0,-99,-99,-99,-99,-99,N917DL - 1741
2008,4,19,6,1258,1229,1342,1312,EV,104,103,82,30,29,ATL,STL,483,3,19,0,NA,0,29,0,1,0,0,N830AS - 4395
2008,6,20,5,1839,1840,2140,2129,UA,121,109,77,11,-1,ORD,MDT,594,2,42,0,NA,0,-99,-99,-99,-99,-99,N371UA - 392
2008,8,9,6,2019,2020,2141,2146,FL,82,86,57,-5,-1,ATL,MCO,403,8,17,0,NA,0,-99,-99,-99,-99,-99,N288AT - 840
2008,4,29,2,1430,1430,1547,1544,FL,137,134,117,3,0,ATL,DFW,732,7,13,0,NA,0,-99,-99,-99,-99,-99,N296AT - 102
2008,12,14,7,1955,1930,2318,2255,MQ,143,145,114,23,25,DFW,GRR,931,6,23,0,NA,0,15,0,0,0,8,N622MQ - 3781
2008,7,20,7,905,910,1007,1015,NW,182,185,167,-8,-5,MSP,GEG,1175,3,12,0,NA,0,-99,-99,-99,-99,-99,N320US - 613
2008,9,26,5,656,700,916,925,NW,80,85,60,-9,-4,MSP,GRR,408,4,16,0,NA,0,-99,-99,-99,-99,-99,N8945E - 1470
2008,12,1,1,2219,2220,2325,2323,9E,66,63,33,2,-1,MSP,CID,221,8,25,0,NA,0,-99,-99,-99,-99,-99,87589E - 2801
2008,7,23,3,2347,2235,2336,2223,EV,49,48,29,73,72,ATL,MGM,147,3,17,0,NA,0,0,0,1,0,72,N979EV - 4860
2008,6,22,7,1011,1015,1319,1340,NW,128,145,111,-21,-4,MSP,DCA,931,5,12,0,NA,0,-99,-99,-99,-99,-99,N528US - 1704
2008,3,18,2,1009,1015,1206,1208,DL,117,113,76,-2,-6,ATL,BWI,576,7,34,0,NA,0,-99,-99,-99,-99,-99,N965DL - 538
2008,3,17,1,2038,2035,2127,2135,AA,169,180,149,-8,3,DFW,LAS,1055,7,13,0,NA,0,-99,-99,-99,-99,-99,N418AA - 351
2008,7,14,1,1047,1050,1323,1335,AA,96,105,83,-12,-3,ORD,DCA,612,4,9,0,NA,0,-99,-99,-99,-99,-99,N470AA - 1448
2008,2,18,1,853,805,1119,1030,MQ,146,145,119,49,48,DFW,MKE,853,7,20,0,NA,0,48,0,1,0,0,N844AE - 3803
2008,12,23,2,1146,1130,1406,1314,NW,200,164,157,52,16,MSP,ABQ,981,8,35,0,NA,0,16,0,36,0,0,N341NW - 1483
2008,2,29,5,1034,1040,1323,1343,US,229,243,193,-20,-6,ORD,PHX,1440,3,33,0,NA,0,-99,-99,-99,-99,-99,N837AW - 4
2008,4,4,5,900,900,1119,1124,UA,259,264,236,-5,0,ORD,LAX,1745,12,11,0,NA,0,-99,-99,-99,-99,-99,N845UA - 107
2008,7,12,6,2205,2130,39,8,FL,154,158,132,31,35,ATL,BOS,946,8,14,0,NA,0,0,0,0,0,31,N279AT - 276
2008,9,6,6,1305,1220,1620,1550,AA,135,150,122,30,45,DFW,MCO,984,5,8,0,NA,0,30,0,0,0,0,N499AA - 1592
2008,3,19,3,721,720,908,903,DL,107,103,87,5,1,ATL,FLL,581,4,16,0,NA,0,-99,-99,-99,-99,-99,N659DL - 1577
2008,6,29,7,931,935,1015,1025,EV,104,110,73,-10,-4,ATL,BMI,533,4,27,0,NA,0,-99,-99,-99,-99,-99,N738EV - 4740
2008,11,3,1,2226,2231,2230,2251,OO,64,80,53,-21,-5,ATL,JAN,341,2,9,0,NA,0,-99,-99,-99,-99,-99,N813SK - 4477
2008,4,17,4,1359,1400,1602,1612,UA,63,72,49,-10,-1,ORD,CMH,296,5,9,0,NA,0,-99,-99,-99,-99,-99,N846UA - 496
2008,12,2,2,1135,1140,1310,1324,UA,155,164,134,-14,-5,ORD,DEN,888,6,15,0,NA,0,-99,-99,-99,-99,-99,N837UA - 257
2008,7,8,2,1455,1455,1558,1601,DL,63,66,39,-3,0,ATL,SAV,215,4,20,0,NA,0,-99,-99,-99,-99,-99,N919DE - 762
2008,10,6,1,1655,1700,1804,1755,MQ,69,55,34,9,-5,DFW,SHV,190,7,28,0,NA,0,-99,-99,-99,-99,-99,N672MQ - 3517
2008,1,30,3,1457,1500,1641,1642,DL,104,102,74,-1,-3,ATL,PBI,545,5,25,0,NA,0,-99,-99,-99,-99,-99,N631DL - 1183
2008,11,17,1,1847,1850,2023,2053,NW,96,123,80,-30,-3,MSP,MEM,700,6,10,0,NA,0,-99,-99,-99,-99,-99,N335NB - 446
2008,5,22,4,1919,1913,2248,2251,UA,149,158,127,-3,6,ORD,MCO,1005,4,18,0,NA,0,-99,-99,-99,-99,-99,N472UA - 1536
2008,3,7,5,1824,1645,2011,1830,MQ,107,105,80,101,99,DFW,PNS,604,3,24,0,NA,0,99,0,2,0,0,N834AE - 3435
